departure_terminal,checkin_terminal,airline_grouped_hash,cco_hash,flt_hash,m_city_rus1,m_city_rus2,config,sum_bsm,t_st_year,t_st_month,t_st_day,t_st_hour,t_st_minute,t_st_second
1,1,34,34,233,0,4,158,55,2023,7,11,12,0,0
0,0,21,34,492,0,11,87,54,2023,7,11,12,5,0
0,0,21,34,550,0,44,183,131,2023,7,11,12,5,0
0,1,28,28,95,0,41,189,30,2023,7,11,12,10,0
0,1,28,28,449,0,84,189,34,2023,7,11,12,15,0
1,1,34,34,368,0,10,158,59,2023,7,11,12,15,0
0,0,21,34,289,0,84,158,49,2023,7,11,12,25,0
0,0,21,34,476,0,89,196,93,2023,7,11,12,35,0
1,1,14,14,519,0,10,189,80,2023,7,11,12,35,0
0,0,27,27,114,0,101,100,51,2023,7,11,12,40,0
0,1,28,28,329,0,62,189,114,2023,7,11,12,40,0
0,0,27,27,73,0,9,93,52,2023,7,11,12,45,0
0,0,21,34,581,0,41,158,39,2023,7,11,12,55,0
0,0,21,34,207,0,57,158,47,2023,7,11,13,5,0
0,0,21,34,406,0,89,183,82,2023,7,11,13,25,0
0,1,28,28,57,0,44,189,99,2023,7,11,13,25,0
0,0,21,34,7,0,34,87,23,2023,7,11,13,25,0
0,0,21,34,143,0,84,87,34,2023,7,11,13,35,0
0,0,21,34,591,0,44,183,113,2023,7,11,13,35,0
0,0,21,34,551,0,90,158,61,2023,7,11,13,40,0
0,0,21,34,390,0,82,183,40,2023,7,11,13,40,0
0,0,21,34,375,0,84,87,19,2023,7,11,13,50,0
1,1,34,34,306,0,8,402,208,2023,7,11,13,50,0
0,0,21,34,401,0,84,87,12,2023,7,11,14,10,0
0,0,21,34,203,0,97,87,45,2023,7,11,14,0,0
0,0,21,34,36,0,109,183,42,2023,7,11,14,0,0
0,1,28,28,408,0,86,189,47,2023,7,11,14,5,0
0,0,21,34,5,0,44,183,114,2023,7,11,14,15,0
0,1,28,28,293,0,24,189,58,2023,7,11,14,20,0
0,0,21,34,437,0,56,158,62,2023,7,11,14,20,0
0,0,21,34,220,0,89,156,74,2023,7,11,14,20,0
0,0,21,34,432,0,99,87,31,2023,7,11,14,20,0
1,1,34,34,145,0,13,158,70,2023,7,11,14,25,0
0,0,21,34,536,0,100,158,62,2023,7,11,14,25,0
0,0,21,34,404,0,84,0,51,2023,7,11,14,25,0
0,0,21,34,152,0,89,158,80,2023,7,11,14,30,0
1,1,34,34,197,0,35,158,101,2023,7,11,14,40,0
1,1,34,34,223,0,58,140,48,2023,7,11,14,45,0
0,0,21,34,568,0,24,158,58,2023,7,11,14,45,0
0,0,21,34,280,0,41,158,32,2023,7,11,15,5,0
0,0,21,34,563,0,44,183,101,2023,7,11,15,5,0
0,0,21,34,277,0,57,158,77,2023,7,11,15,5,0
0,0,21,34,452,0,60,140,98,2023,7,11,15,10,0
0,0,21,34,118,0,61,140,47,2023,7,11,15,10,0
0,0,21,34,380,0,90,87,42,2023,7,11,15,10,0
0,0,21,34,513,0,75,158,61,2023,7,11,15,15,0
0,0,21,34,60,0,34,183,51,2023,7,11,15,20,0
0,0,21,34,311,0,84,183,61,2023,7,11,15,20,0
0,0,21,34,328,0,84,158,41,2023,7,11,15,30,0
0,0,22,25,264,0,84,189,59,2023,7,11,15,30,0
0,0,21,34,188,0,56,158,60,2023,7,11,15,35,0
0,0,21,34,384,0,22,373,239,2023,7,11,15,40,0
0,0,21,34,259,0,34,170,69,2023,7,11,15,50,0
0,0,21,34,176,0,11,87,36,2023,7,11,15,50,0
0,0,21,34,90,0,100,158,59,2023,7,11,15,50,0
0,1,28,28,179,0,84,189,25,2023,7,11,15,55,0
0,0,21,34,166,0,60,87,67,2023,7,23,10,45,0
0,0,21,34,206,0,41,183,33,2023,7,11,16,5,0
0,0,21,34,325,0,86,158,56,2023,7,11,16,5,0
0,1,28,28,577,0,108,189,71,2023,7,11,16,10,0
0,0,21,34,180,0,89,158,63,2023,7,11,16,15,0
0,0,21,34,590,0,84,87,14,2023,7,11,16,25,0
0,0,21,34,75,0,44,196,117,2023,7,11,16,30,0
0,0,21,34,45,0,64,158,41,2023,7,11,16,30,0
0,0,21,34,527,0,34,87,12,2023,7,22,23,45,0
0,0,21,34,330,0,77,402,365,2023,7,11,16,35,0
0,0,16,16,196,0,89,189,210,2023,7,11,16,40,0
0,0,21,34,99,0,109,158,36,2023,7,11,16,40,0
1,1,34,34,587,0,91,158,70,2023,7,11,16,45,0
0,0,21,34,361,0,37,87,36,2023,7,11,16,50,0
0,0,21,34,478,0,82,183,47,2023,7,11,16,55,0
0,1,28,28,308,0,44,189,78,2023,7,11,17,0,0
0,0,21,34,341,0,116,373,278,2023,7,11,17,5,0
0,0,21,34,487,0,22,402,274,2023,7,11,17,10,0
0,0,21,34,50,0,84,87,53,2023,7,11,17,10,0
0,0,21,34,231,0,103,402,315,2023,7,11,17,15,0
1,1,30,30,253,0,73,298,156,2023,7,11,17,15,0
0,0,22,25,111,0,41,189,117,2023,7,11,17,20,0
0,0,21,34,545,0,24,87,41,2023,7,11,17,20,0
0,0,16,16,251,0,84,148,66,2023,7,11,17,20,0
1,1,17,17,153,0,32,254,253,2023,7,11,17,25,0
0,0,21,34,1,0,84,87,21,2023,7,11,17,25,0
0,0,21,34,569,0,39,158,77,2023,7,11,17,25,0
0,0,21,34,473,0,89,156,78,2023,7,11,17,30,0
0,0,21,34,377,0,57,183,80,2023,7,11,17,30,0
0,0,21,34,299,0,34,158,45,2023,7,11,17,35,0
0,0,21,34,516,0,44,158,116,2023,7,11,17,35,0
0,0,21,34,580,0,75,158,49,2023,7,11,17,40,0
0,0,21,34,312,0,100,87,24,2023,7,11,17,45,0
0,1,28,28,121,0,57,189,58,2023,7,11,17,45,0
1,1,13,13,336,0,114,186,134,2023,7,11,17,45,0
0,1,28,28,585,0,60,189,76,2023,7,11,17,50,0
0,0,21,34,565,0,60,0,104,2023,7,11,17,55,0
1,1,34,34,464,0,35,170,80,2023,7,11,18,0,0
0,0,21,34,574,0,84,158,44,2023,7,11,18,0,0
1,1,32,32,186,0,2,290,254,2023,7,6,16,0,0
0,1,28,28,553,0,89,189,65,2023,7,11,18,5,0
0,0,21,34,586,0,103,316,220,2023,7,11,18,20,0
0,0,21,34,403,0,22,316,239,2023,7,11,18,25,0
0,0,21,34,347,0,61,87,19,2023,7,11,18,30,0
0,0,21,34,357,0,44,183,133,2023,7,11,18,35,0
0,0,27,27,14,0,110,93,19,2023,7,11,18,35,0
1,1,34,34,249,0,58,158,39,2023,7,11,18,35,0
0,1,28,28,140,0,56,189,67,2023,7,11,18,35,0
0,0,21,34,425,0,84,87,40,2023,7,11,18,45,0
0,0,16,16,226,0,98,189,224,2023,7,11,18,50,0
1,1,34,34,508,0,79,402,262,2023,7,11,18,50,0
0,0,21,34,314,0,84,87,11,2023,7,11,19,0,0
0,0,21,34,112,0,34,158,33,2023,7,11,19,5,0
0,1,28,28,267,0,89,189,65,2023,7,11,19,10,0
0,1,28,28,436,0,24,189,54,2023,7,11,19,15,0
0,0,21,34,397,0,82,158,48,2023,7,11,19,15,0
0,0,21,34,22,0,109,158,50,2023,7,11,19,20,0
0,0,21,34,398,0,41,183,30,2023,7,11,19,30,0
0,0,21,34,261,0,86,87,30,2023,7,11,19,30,0
0,0,21,34,323,0,89,158,82,2023,7,11,19,35,0
1,1,20,20,263,0,35,220,119,2023,7,11,19,35,0
0,0,21,34,88,0,60,87,45,2023,7,11,19,40,0
0,0,21,34,194,0,84,87,18,2023,7,11,19,40,0
1,1,34,34,495,0,95,296,135,2023,7,11,19,45,0
0,0,21,34,488,0,84,158,49,2023,7,11,19,50,0
0,1,28,28,510,0,108,189,42,2023,7,11,19,50,0
0,0,21,34,413,0,77,402,352,2023,7,11,19,50,0
1,1,9,9,158,0,73,292,198,2023,7,11,19,55,0
0,1,28,28,13,0,84,189,31,2023,7,11,19,55,0
0,1,28,28,446,0,47,189,57,2023,7,11,20,0,0
1,1,34,34,24,0,113,402,247,2023,7,11,20,5,0
0,0,21,34,53,0,44,183,106,2023,7,11,20,10,0
0,0,21,34,576,0,51,457,288,2023,7,11,20,10,0
1,1,6,6,543,0,16,168,160,2023,7,11,20,20,0
1,1,26,26,102,0,58,107,61,2023,7,11,20,20,0
0,0,21,34,274,0,116,427,283,2023,7,11,20,20,0
0,0,21,34,448,0,22,316,255,2023,7,11,20,25,0
0,0,21,34,471,0,61,87,17,2023,7,11,20,30,0
0,0,21,34,388,0,84,158,47,2023,7,11,20,30,0
0,0,21,34,538,0,50,156,61,2023,7,11,20,35,0
0,0,22,25,556,0,41,189,50,2023,7,11,20,35,0
0,0,21,34,552,0,75,158,40,2023,7,11,20,40,0
0,1,28,28,28,0,15,189,77,2023,7,11,20,45,0
0,0,21,34,567,0,100,170,39,2023,7,11,20,50,0
1,1,34,34,202,0,6,296,104,2023,7,11,20,50,0
0,1,28,28,125,0,39,189,97,2023,7,11,20,50,0
0,0,21,34,383,0,84,158,27,2023,7,11,21,0,0
0,0,21,34,296,0,103,402,313,2023,7,11,21,5,0
1,1,34,34,346,0,13,158,73,2023,7,11,21,5,0
0,0,21,34,200,0,57,158,61,2023,7,11,21,10,0
0,0,21,34,241,0,84,87,14,2023,7,11,21,10,0
1,1,34,34,298,0,14,402,261,2023,7,11,21,15,0
1,1,34,34,573,0,91,158,82,2023,7,11,21,15,0
0,0,21,34,572,0,39,158,71,2023,7,11,21,20,0
0,0,21,34,459,0,84,158,20,2023,7,11,21,30,0
0,0,21,34,447,0,34,158,52,2023,7,11,21,30,0
1,1,34,34,529,0,17,183,142,2023,7,11,21,35,0
0,0,21,34,160,0,92,183,107,2023,7,11,21,45,0
0,0,21,34,132,0,11,183,46,2023,7,11,21,50,0
0,0,27,27,74,0,110,50,15,2023,7,11,21,55,0
0,0,21,34,479,0,51,373,89,2023,7,11,21,55,0
0,1,28,28,235,0,69,189,54,2023,7,11,22,0,0
0,0,21,34,588,0,50,158,44,2023,7,11,22,0,0
0,0,21,34,319,0,64,158,31,2023,7,11,22,5,0
1,1,34,34,117,0,54,402,291,2023,7,11,22,5,0
0,0,21,34,91,0,77,427,409,2023,7,11,22,10,0
0,0,21,34,469,0,41,158,34,2023,7,11,22,15,0
0,0,21,34,59,0,69,183,59,2023,7,11,22,15,0
0,0,21,34,191,0,65,183,56,2023,7,11,22,20,0
0,0,21,34,35,0,99,158,40,2023,7,11,22,20,0
0,1,28,28,348,0,50,189,83,2023,7,11,22,30,0
0,0,21,34,509,0,37,87,26,2023,7,11,22,30,0
0,0,21,34,138,0,82,158,36,2023,7,11,22,35,0
1,1,10,10,372,0,112,301,304,2023,7,11,22,35,0
0,0,21,34,351,0,93,87,44,2023,7,11,22,40,0
0,0,21,34,343,0,22,316,218,2023,7,11,22,40,0
0,0,21,34,472,0,46,196,121,2023,7,11,22,45,0
0,0,21,34,535,0,63,183,91,2023,7,11,22,45,0
0,1,28,28,584,0,75,189,42,2023,7,23,0,40,0
0,0,21,34,475,0,60,158,78,2023,7,11,22,55,0
0,0,21,34,248,0,116,457,215,2023,7,11,23,5,0
0,0,21,34,373,0,24,158,49,2023,7,11,23,10,0
0,0,21,34,530,0,84,140,51,2023,7,11,23,15,0
0,0,21,34,481,0,96,158,48,2023,7,11,23,15,0
0,1,28,28,320,0,109,189,47,2023,7,11,23,20,0
1,1,34,34,66,0,91,158,72,2023,7,11,23,30,0
0,0,21,34,514,0,56,158,46,2023,7,11,23,30,0
0,1,28,28,254,0,100,189,31,2023,7,11,23,35,0
0,1,28,28,474,0,92,189,55,2023,7,11,23,40,0
0,0,21,34,292,0,97,140,59,2023,7,11,23,40,0
0,0,21,34,527,0,34,87,23,2023,7,11,23,45,0
0,0,22,25,135,0,70,218,41,2023,7,11,23,45,0
1,1,34,34,534,0,10,158,76,2023,7,11,23,50,0
0,1,28,28,322,0,66,189,67,2023,7,11,23,50,0
0,0,21,34,453,0,61,87,25,2023,7,11,23,55,0
0,0,21,34,285,0,50,156,51,2023,7,11,23,55,0
1,1,34,34,503,0,58,140,48,2023,7,11,23,55,0
0,0,21,34,142,0,89,196,113,2023,7,23,10,45,0
0,0,21,34,265,0,109,158,42,2023,7,12,0,5,0
0,0,21,34,169,0,25,158,95,2023,7,12,0,10,0
0,0,21,34,385,0,41,183,32,2023,7,12,0,10,0
1,1,34,34,71,0,83,158,61,2023,7,12,0,15,0
0,0,21,34,326,0,1,183,97,2023,7,12,0,15,0
1,1,34,34,451,0,20,158,76,2023,7,12,0,15,0
0,1,28,28,47,0,34,189,63,2023,7,12,0,20,0
1,1,22,25,371,0,19,189,182,2023,7,12,0,25,0
0,0,21,34,526,0,97,158,38,2023,7,12,0,25,0
0,0,21,34,156,0,15,158,72,2023,7,12,0,30,0
0,0,21,34,104,0,70,158,39,2023,7,12,0,35,0
0,1,28,28,262,0,100,189,47,2023,7,12,0,35,0
0,0,21,34,307,0,69,158,44,2023,7,12,0,40,0
0,0,21,34,181,0,44,158,97,2023,7,12,0,40,0
1,1,35,35,537,0,35,131,110,2023,7,12,0,45,0
0,1,28,28,584,0,75,189,41,2023,7,12,0,45,0
0,0,21,34,172,0,100,183,39,2023,7,12,0,45,0
1,1,17,17,316,0,32,254,247,2023,7,12,0,50,0
0,0,21,34,458,0,84,170,32,2023,7,12,0,50,0
1,1,8,8,438,0,107,306,156,2023,7,12,0,55,0
0,0,21,34,192,0,104,158,88,2023,7,12,1,0,0
0,0,21,34,414,0,50,183,68,2023,7,12,1,0,0
1,1,34,34,356,0,87,296,149,2023,7,12,1,0,0
1,1,34,34,245,0,72,183,153,2023,7,12,1,5,0
0,0,21,34,295,0,66,183,59,2023,7,12,1,5,0
0,0,21,34,470,0,22,316,205,2023,7,12,1,20,0
0,0,21,34,359,0,39,158,75,2023,7,12,1,25,0
0,0,21,34,332,0,97,87,20,2023,7,12,1,30,0
0,0,21,34,87,0,84,158,30,2023,7,12,1,30,0
0,0,21,34,38,0,92,183,100,2023,7,12,1,35,0
0,0,21,34,283,0,75,140,37,2023,7,12,1,50,0
0,0,21,34,440,0,96,158,60,2023,7,12,1,50,0
0,0,21,34,511,0,63,156,77,2023,7,12,1,50,0
0,0,21,34,423,0,71,87,39,2023,7,12,2,0,0
0,0,21,34,542,0,34,140,20,2023,7,12,2,5,0
1,1,6,6,41,0,16,138,126,2023,7,12,2,10,0
0,0,21,34,106,0,89,196,77,2023,7,12,2,10,0
0,0,21,34,150,0,67,158,87,2023,7,12,2,20,0
1,1,3,34,235,0,49,87,34,2023,7,12,2,35,0
1,1,34,34,532,0,8,402,225,2023,7,12,2,35,0
1,1,4,4,284,0,8,189,147,2023,7,12,2,45,0
1,1,22,24,399,0,8,440,334,2023,7,12,2,50,0
1,1,31,31,353,0,5,148,163,2023,7,12,4,10,0
0,0,21,34,502,0,89,183,59,2023,7,12,4,55,0
0,0,21,34,430,0,89,183,73,2023,7,12,5,30,0
0,1,28,28,366,0,41,189,30,2023,7,12,5,30,0
1,1,20,20,136,0,35,220,100,2023,7,12,5,50,0
0,0,21,34,365,0,84,158,28,2023,7,12,6,0,0
0,0,21,34,444,0,61,87,9,2023,7,12,6,0,0
0,0,21,34,42,0,89,158,64,2023,7,12,6,5,0
0,0,21,34,72,0,82,158,24,2023,7,12,6,15,0
0,0,21,34,468,0,89,183,84,2023,7,12,6,25,0
0,0,21,34,418,0,66,296,49,2023,7,12,6,25,0
0,0,21,34,441,0,70,87,32,2023,7,12,6,30,0
0,0,21,34,52,0,92,87,21,2023,7,12,6,30,0
0,0,21,34,477,0,41,158,29,2023,7,12,6,30,0
0,0,21,34,535,0,63,183,37,2023,7,3,22,45,0
0,0,21,34,27,0,24,87,33,2023,7,12,6,40,0
1,1,11,11,522,0,106,202,150,2023,7,12,6,45,0
0,0,21,34,499,0,34,87,23,2023,7,12,6,45,0
0,0,21,34,410,0,44,183,112,2023,7,12,6,45,0
0,0,21,34,592,0,64,87,10,2023,7,12,6,55,0
0,1,28,28,26,0,11,189,68,2023,7,12,7,0,0
0,0,21,34,217,0,84,158,8,2023,7,12,7,0,0
0,1,28,28,92,0,52,189,61,2023,7,12,7,0,0
0,0,21,34,49,0,109,170,42,2023,7,12,7,0,0
0,1,28,28,362,0,24,189,35,2023,7,12,7,5,0
0,0,21,34,127,0,93,158,31,2023,7,12,7,5,0
0,0,21,34,204,0,60,87,45,2023,7,12,7,10,0
0,0,21,34,84,0,44,183,109,2023,7,12,7,10,0
0,0,21,34,305,0,89,158,97,2023,7,12,7,15,0
1,1,34,34,85,0,38,158,90,2023,7,12,7,15,0
0,0,21,34,472,0,46,196,96,2023,7,3,22,45,0
0,0,21,34,426,0,39,158,53,2023,7,12,7,20,0
0,1,28,28,429,0,108,189,31,2023,7,12,7,25,0
0,1,28,28,329,0,62,189,90,2023,7,12,7,25,0
0,0,21,34,570,0,56,158,56,2023,7,12,7,35,0
1,1,34,34,165,0,18,158,114,2023,7,12,7,35,0
1,1,34,34,369,0,35,158,67,2023,7,12,7,40,0
0,0,21,34,94,0,37,158,32,2023,7,12,7,40,0
0,1,28,28,443,0,90,189,53,2023,7,12,7,45,0
0,0,21,34,105,0,11,158,54,2023,7,12,7,45,0
1,1,34,34,100,0,8,402,220,2023,7,12,7,50,0
1,1,34,34,489,0,33,158,80,2023,7,12,7,50,0
0,0,21,34,512,0,67,156,76,2023,7,12,7,55,0
1,1,34,34,467,0,17,170,120,2023,7,12,7,55,0
0,0,21,34,125,0,100,87,21,2023,7,12,8,0,0
0,0,21,34,290,0,44,183,106,2023,7,12,8,0,0
0,1,28,28,409,0,44,189,71,2023,7,12,8,0,0
0,0,22,25,395,0,56,189,64,2023,7,12,8,0,0
0,1,28,28,237,0,47,189,50,2023,7,12,8,5,0
0,0,21,34,239,0,57,183,84,2023,7,12,8,10,0
1,1,34,34,578,0,106,296,194,2023,7,12,8,15,0
0,1,28,28,205,0,109,189,60,2023,7,12,8,15,0
0,0,21,34,575,0,82,158,32,2023,7,12,8,20,0
0,0,21,34,421,0,84,87,10,2023,7,12,8,20,0
0,0,21,34,137,0,97,87,23,2023,7,12,8,25,0
0,0,21,34,486,0,26,158,51,2023,7,12,8,25,0
0,0,21,34,475,0,60,0,75,2023,7,3,22,55,0
0,0,21,34,555,0,34,183,47,2023,7,12,8,30,0
0,0,21,34,589,0,75,158,36,2023,7,12,8,30,0
0,0,21,34,109,0,84,87,17,2023,7,12,8,35,0
0,0,21,34,86,0,24,140,56,2023,7,12,8,40,0
0,0,21,34,523,0,89,296,190,2023,7,12,8,55,0
1,1,34,34,195,0,91,427,237,2023,7,12,9,0,0
1,1,34,34,276,0,114,402,231,2023,7,12,9,5,0
1,1,34,34,64,0,42,158,106,2023,7,12,9,5,0
0,0,21,34,43,0,89,183,91,2023,7,12,9,10,0
1,1,34,34,15,0,58,140,67,2023,7,12,9,10,0
1,1,34,34,549,0,8,296,183,2023,7,12,9,15,0
0,0,21,34,266,0,90,158,48,2023,7,12,9,15,0
0,1,28,28,31,0,89,189,114,2023,7,12,9,15,0
0,0,21,34,157,0,100,158,49,2023,7,12,9,20,0
1,1,34,34,378,0,91,170,75,2023,7,12,9,20,0
1,1,34,34,68,0,35,140,76,2023,7,12,9,20,0
0,0,21,34,83,0,34,170,62,2023,7,12,9,25,0
0,0,21,34,562,0,74,158,35,2023,7,12,9,25,0
0,0,21,34,55,0,41,158,22,2023,7,12,9,30,0
0,0,27,27,133,0,110,50,15,2023,7,12,9,30,0
0,0,21,34,161,0,25,158,71,2023,7,12,9,35,0
0,0,21,34,374,0,86,158,41,2023,7,12,9,35,0
0,0,16,16,222,0,89,189,316,2023,7,12,9,40,0
0,0,21,34,493,0,84,140,22,2023,7,12,9,40,0
0,0,21,34,335,0,50,296,104,2023,7,12,9,40,0
0,0,21,34,392,0,89,183,77,2023,7,12,9,45,0
0,1,28,28,56,0,64,189,68,2023,7,12,9,45,0
0,0,21,34,434,0,61,158,50,2023,7,12,9,45,0
0,0,21,34,340,0,69,87,24,2023,7,12,9,55,0
0,1,28,28,548,0,57,189,75,2023,7,12,9,55,0
1,1,26,26,386,0,58,107,40,2023,7,12,9,55,0
0,0,21,34,16,0,66,158,61,2023,7,12,10,0,0
0,0,21,34,149,0,82,158,35,2023,7,12,10,0,0
1,1,34,34,177,0,13,158,79,2023,7,12,10,15,0
0,0,21,34,170,0,89,183,83,2023,7,12,10,15,0
0,0,21,34,583,0,44,183,93,2023,7,12,10,20,0
0,0,16,16,465,0,44,189,300,2023,7,12,10,25,0
0,0,21,34,566,0,84,87,18,2023,7,12,10,25,0
0,0,21,34,560,0,57,183,81,2023,7,12,10,30,0
0,0,16,16,175,0,84,189,118,2023,7,12,10,35,0
1,1,34,34,557,0,91,158,68,2023,7,12,10,35,0
0,0,21,34,33,0,84,140,27,2023,7,12,10,40,0
0,0,21,34,98,0,71,158,55,2023,7,12,10,40,0
0,0,21,34,166,0,60,87,60,2023,7,12,10,45,0
0,1,28,28,412,0,89,189,98,2023,7,12,10,45,0
0,0,21,34,142,0,89,196,99,2023,7,12,10,45,0
0,0,21,34,559,0,37,87,36,2023,7,12,10,50,0
0,0,21,34,354,0,109,156,53,2023,7,12,10,50,0
0,0,21,34,182,0,99,87,17,2023,7,12,10,50,0
1,1,34,34,415,0,29,158,91,2023,7,12,10,55,0
1,1,6,6,214,0,16,168,145,2023,7,12,10,55,0
0,1,28,28,190,0,44,189,74,2023,7,12,11,0,0
1,1,18,18,333,0,0,308,378,2023,7,12,11,0,0
0,0,21,34,297,0,75,87,35,2023,7,12,11,0,0
0,0,21,34,318,0,100,158,39,2023,7,12,11,5,0
1,1,34,34,363,0,8,296,173,2023,7,12,11,5,0
1,1,14,14,445,0,6,189,88,2023,7,12,11,5,0
0,1,28,28,95,0,41,189,32,2023,7,12,11,10,0
0,0,21,34,65,0,41,158,43,2023,7,12,11,20,0
0,0,21,34,411,0,90,158,57,2023,7,12,11,20,0
0,0,21,34,77,0,82,156,40,2023,7,12,11,25,0
0,0,21,34,491,0,97,158,58,2023,7,12,11,30,0
0,0,21,34,232,0,84,87,9,2023,7,12,12,0,0
0,0,21,34,123,0,84,87,34,2023,7,12,11,35,0
1,1,32,32,302,0,2,290,285,2023,7,12,11,40,0
0,0,33,33,258,0,81,164,66,2023,7,12,11,45,0
0,0,21,34,324,0,9,158,71,2023,7,12,11,45,0
0,0,21,34,97,0,34,183,59,2023,7,12,11,55,0
0,0,21,34,139,0,70,158,56,2023,7,12,11,55,0
0,0,21,34,248,0,116,457,766,2023,7,3,23,5,0
0,0,21,34,550,0,44,183,131,2023,7,12,12,5,0
0,0,21,34,492,0,11,87,36,2023,7,12,12,5,0
0,1,28,28,558,0,23,189,96,2023,7,12,12,10,0
1,1,34,34,368,0,10,158,64,2023,7,12,12,15,0
0,0,21,34,289,0,84,158,41,2023,7,12,12,25,0
1,1,14,14,519,0,10,189,77,2023,7,12,12,35,0
0,0,21,34,476,0,89,196,110,2023,7,12,12,35,0
0,0,27,27,114,0,101,93,40,2023,7,12,12,40,0
0,0,21,34,581,0,41,158,53,2023,7,12,12,55,0
0,0,21,34,207,0,57,158,96,2023,7,12,13,5,0
0,0,21,34,7,0,34,87,32,2023,7,12,13,25,0
0,0,21,34,406,0,89,183,66,2023,7,12,13,25,0
0,1,28,28,408,0,86,189,60,2023,7,12,13,25,0
0,0,21,34,591,0,44,183,86,2023,7,12,13,30,0
0,0,21,34,143,0,84,87,40,2023,7,12,13,35,0
0,0,21,34,390,0,82,158,70,2023,7,12,13,40,0
0,0,21,34,551,0,90,158,74,2023,7,12,13,40,0
0,0,21,34,375,0,84,87,27,2023,7,12,13,50,0
0,0,21,34,432,0,99,87,23,2023,7,12,13,50,0
0,0,21,34,401,0,84,87,12,2023,7,12,14,10,0
0,0,21,34,203,0,97,87,26,2023,7,12,14,0,0
0,1,28,28,57,0,44,189,82,2023,7,12,14,0,0
0,0,21,34,36,0,109,156,46,2023,7,12,14,0,0
0,0,21,34,208,0,89,158,79,2023,7,12,14,15,0
0,0,21,34,5,0,44,183,97,2023,7,12,14,15,0
0,0,21,34,437,0,56,158,61,2023,7,12,14,20,0
0,0,21,34,220,0,89,183,73,2023,7,12,14,20,0
0,1,28,28,293,0,24,189,58,2023,7,12,14,20,0
1,1,34,34,145,0,13,158,81,2023,7,12,14,25,0
0,0,21,34,536,0,100,156,55,2023,7,12,14,25,0
0,0,21,34,404,0,84,158,51,2023,7,12,14,25,0
0,0,21,34,152,0,89,183,82,2023,7,12,14,30,0
1,1,34,34,197,0,35,158,97,2023,7,12,14,40,0
1,1,34,34,223,0,58,140,68,2023,7,12,14,45,0
0,0,21,34,568,0,24,140,67,2023,7,12,14,45,0
1,1,34,34,306,0,8,402,211,2023,7,12,14,45,0
0,0,21,34,277,0,57,158,75,2023,7,12,15,5,0
0,0,21,34,280,0,41,158,72,2023,7,12,15,5,0
0,0,21,34,563,0,44,183,85,2023,7,12,15,5,0
0,0,21,34,380,0,90,87,27,2023,7,12,15,10,0
0,0,21,34,452,0,60,140,68,2023,7,12,15,10,0
0,0,21,34,118,0,61,158,38,2023,7,12,15,10,0
0,0,21,34,513,0,75,158,40,2023,7,12,15,15,0
0,0,21,34,311,0,84,183,47,2023,7,12,15,20,0
0,0,21,34,328,0,84,158,33,2023,7,12,15,30,0
0,1,28,28,577,0,108,189,76,2023,7,12,15,30,0
0,0,21,34,188,0,56,140,68,2023,7,12,15,35,0
0,0,21,34,384,0,22,373,272,2023,7,12,15,40,0
0,0,21,34,90,0,100,158,46,2023,7,12,15,50,0
0,0,21,34,176,0,11,87,36,2023,7,12,15,50,0
0,0,21,34,259,0,34,158,50,2023,7,12,15,50,0
0,1,28,28,179,0,84,189,47,2023,7,12,15,55,0
0,0,21,34,325,0,86,183,56,2023,7,12,16,5,0
0,0,21,34,206,0,41,158,84,2023,7,12,16,5,0
1,1,22,24,353,0,8,440,272,2023,7,12,16,10,0
0,0,21,34,180,0,89,158,86,2023,7,12,16,15,0
0,0,21,34,590,0,84,87,27,2023,7,12,16,25,0
0,0,21,34,45,0,64,183,51,2023,7,12,16,30,0
0,0,21,34,330,0,77,402,355,2023,7,12,16,35,0
0,0,21,34,99,0,109,158,39,2023,7,12,16,40,0
0,0,21,34,75,0,44,183,108,2023,7,12,16,40,0
0,0,22,25,407,0,70,189,52,2023,7,12,16,40,0
1,1,34,34,587,0,91,170,80,2023,7,12,16,45,0
0,0,16,16,497,0,82,189,123,2023,7,12,16,45,0
0,0,21,34,361,0,37,87,30,2023,7,12,16,50,0
0,0,21,34,478,0,82,158,58,2023,7,12,16,55,0
0,1,28,28,308,0,44,189,80,2023,7,12,17,0,0
0,1,28,28,348,0,50,189,81,2023,7,3,23,5,0
0,0,21,34,341,0,116,373,303,2023,7,12,17,5,0
0,1,28,28,13,0,84,189,23,2023,7,12,17,10,0
0,0,21,34,50,0,84,87,32,2023,7,12,17,10,0
0,0,21,34,231,0,103,402,284,2023,7,12,17,15,0
0,0,21,34,487,0,22,402,281,2023,7,12,17,15,0
0,0,21,34,545,0,24,87,33,2023,7,12,17,20,0
0,0,16,16,251,0,84,180,87,2023,7,12,17,20,0
0,0,21,34,569,0,39,158,70,2023,7,12,17,25,0
0,0,21,34,1,0,84,87,25,2023,7,12,17,25,0
0,0,21,34,377,0,57,183,75,2023,7,12,17,30,0
0,0,21,34,473,0,89,170,76,2023,7,12,17,30,0
0,0,21,34,299,0,34,156,39,2023,7,12,17,35,0
0,1,28,28,553,0,89,189,98,2023,7,12,17,40,0
0,0,21,34,580,0,75,158,41,2023,7,12,17,40,0
0,1,28,28,121,0,57,189,73,2023,7,12,16,50,0
0,0,21,34,312,0,100,87,18,2023,7,12,17,50,0
0,1,28,28,585,0,60,189,78,2023,7,12,17,50,0
